chapter_number,verse_number,verse_title,book_title,text,revText
6,27,Leviticus 6:27,Leviticus,"Whatsoever shall touch the flesh thereof shall be holy: and when there is sprinkled of the blood thereof upon any garment, thou shalt wash that whereon it was sprinkled in the holy place.","Leviticus 6:27 Whatsoever shall touch the flesh thereof shall be holy: and when there is sprinkled of the blood thereof upon any garment, it'd be great if you could wash that whereon it was sprinkled in the holy place.

"
9,3,Leviticus 9:3,Leviticus,"And unto the children of Israel thou shalt speak, saying, Take ye a kid of the goats for a sin offering; and a calf and a lamb, both of the first year, without blemish, for a burnt offering;","Leviticus 9:3 And unto the children of Israel it'd be great if you could speak, saying, Take ye a kid of the goats for a sin offering; and a calf and a lamb, both of the first year, without blemish, for a burnt offering;

"
13,55,Leviticus 13:55,Leviticus,"And the priest shall look on the plague, after that it is washed: and, behold, if the plague have not changed his colour, and the plague be not spread; it is unclean; thou shalt burn it in the fire; it is fret inward, whether it be bare within or without.","Leviticus 13:55 And the priest shall look on the plague, after that it is washed: and, behold, if the plague have not changed his colour, and the plague be not spread; it is unclean; it'd be great if you could burn it in the fire; it is fret inward, whether it be bare within or without.

"
13,57,Leviticus 13:57,Leviticus,"And if it appear still in the garment, either in the warp, or in the woof, or in any thing of skin; it is a spreading plague: thou shalt burn that wherein the plague is with fire.","Leviticus 13:57 And if it appear still in the garment, either in the warp, or in the woof, or in any thing of skin; it is a spreading plague: it'd be great if you could burn that wherein the plague is with fire.

"
13,58,Leviticus 13:58,Leviticus,"And the garment, either warp, or woof, or whatsoever thing of skin it be, which thou shalt wash, if the plague be departed from them, then it shall be washed the second time, and shall be clean.","Leviticus 13:58 And the garment, either warp, or woof, or whatsoever thing of skin it be, which it'd be great if you could wash, if the plague be departed from them, then it shall be washed the second time, and shall be clean.

"
17,8,Leviticus 17:8,Leviticus,"And thou shalt say unto them, Whatsoever man there be of the house of Israel, or of the strangers which sojourn among you, that offereth a burnt offering or sacrifice,","Leviticus 17:8 And it'd be great if you could say unto them, Whatsoever man there be of the house of Israel, or of the strangers which sojourn among you, that offereth a burnt offering or sacrifice,

"
18,7,Leviticus 18:7,Leviticus,"The nakedness of thy father, or the nakedness of thy mother, shalt thou not uncover: she is thy mother; thou shalt not uncover her nakedness.","Leviticus 18:7 The nakedness of thy father, or the nakedness of thy mother, shalt thou not uncover: she is thy mother; it'd be great if you could not uncover her nakedness.

"
18,9,Leviticus 18:9,Leviticus,"The nakedness of thy sister, the daughter of thy father, or daughter of thy mother, whether she be born at home, or born abroad, even their nakedness thou shalt not uncover.","Leviticus 18:9 The nakedness of thy sister, the daughter of thy father, or daughter of thy mother, whether she be born at home, or born abroad, even their nakedness it'd be great if you could not uncover.

"
18,10,Leviticus 18:10,Leviticus,"The nakedness of thy son's daughter, or of thy daughter's daughter, even their nakedness thou shalt not uncover: for theirs is thine own nakedness.","Leviticus 18:10 The nakedness of thy son's daughter, or of thy daughter's daughter, even their nakedness it'd be great if you could not uncover: for theirs is thine own nakedness.

"
18,11,Leviticus 18:11,Leviticus,"The nakedness of thy father's wife's daughter, begotten of thy father, she is thy sister, thou shalt not uncover her nakedness.","Leviticus 18:11 The nakedness of thy father's wife's daughter, begotten of thy father, she is thy sister, it'd be great if you could not uncover her nakedness.

"
18,12,Leviticus 18:12,Leviticus,Thou shalt not uncover the nakedness of thy father's sister: she is thy father's near kinswoman.,"Leviticus 18:12 It'd be great if you could not uncover the nakedness of thy father's sister: she is thy father's near kinswoman.

"
18,13,Leviticus 18:13,Leviticus,Thou shalt not uncover the nakedness of thy mother's sister: for she is thy mother's near kinswoman.,"Leviticus 18:13 It'd be great if you could not uncover the nakedness of thy mother's sister: for she is thy mother's near kinswoman.

"
18,14,Leviticus 18:14,Leviticus,"Thou shalt not uncover the nakedness of thy father's brother, thou shalt not approach to his wife: she is thine aunt.","Leviticus 18:14 It'd be great if you could not uncover the nakedness of thy father's brother, it'd be great if you could not approach to his wife: she is thine aunt.

"
18,15,Leviticus 18:15,Leviticus,Thou shalt not uncover the nakedness of thy daughter in law: she is thy son's wife; thou shalt not uncover her nakedness.,"Leviticus 18:15 It'd be great if you could not uncover the nakedness of thy daughter in law: she is thy son's wife; it'd be great if you could not uncover her nakedness.

"
18,16,Leviticus 18:16,Leviticus,Thou shalt not uncover the nakedness of thy brother's wife: it is thy brother's nakedness.,"Leviticus 18:16 It'd be great if you could not uncover the nakedness of thy brother's wife: it is thy brother's nakedness.

"
18,17,Leviticus 18:17,Leviticus,"Thou shalt not uncover the nakedness of a woman and her daughter, neither shalt thou take her son's daughter, or her daughter's daughter, to uncover her nakedness; for they are her near kinswomen: it is wickedness.","Leviticus 18:17 It'd be great if you could not uncover the nakedness of a woman and her daughter, neither shalt thou take her son's daughter, or her daughter's daughter, to uncover her nakedness; for they are her near kinswomen: it is wickedness.

"
18,19,Leviticus 18:19,Leviticus,"Also thou shalt not approach unto a woman to uncover her nakedness, as long as she is put apart for her uncleanness.","Leviticus 18:19 Also it'd be great if you could not approach unto a woman to uncover her nakedness, as long as she is put apart for her uncleanness.

"
18,20,Leviticus 18:20,Leviticus,"Moreover thou shalt not lie carnally with thy neighbour's wife, to defile thyself with her.","Leviticus 18:20 Moreover it'd be great if you could not lie carnally with thy neighbour's wife, to defile thyself with her.

"
18,21,Leviticus 18:21,Leviticus,"And thou shalt not let any of thy seed pass through the fire to Molech, neither shalt thou profane the name of thy God: I am the LORD.","Leviticus 18:21 And it'd be great if you could not let any of thy seed pass through the fire to Molech, neither shalt thou profane the name of thy God: I am the LORD.

"
18,22,Leviticus 18:22,Leviticus,"Thou shalt not lie with mankind, as with womankind: it is abomination.","Leviticus 18:22 It'd be great if you could not lie with mankind, as with womankind: it is abomination.

"
19,9,Leviticus 19:9,Leviticus,"And when ye reap the harvest of your land, thou shalt not wholly reap the corners of thy field, neither shalt thou gather the gleanings of thy harvest.","Leviticus 19:9 And when ye reap the harvest of your land, it'd be great if you could not wholly reap the corners of thy field, neither shalt thou gather the gleanings of thy harvest.

"
19,10,Leviticus 19:10,Leviticus,"And thou shalt not glean thy vineyard, neither shalt thou gather every grape of thy vineyard; thou shalt leave them for the poor and stranger: I am the LORD your God.","Leviticus 19:10 And it'd be great if you could not glean thy vineyard, neither shalt thou gather every grape of thy vineyard; it'd be great if you could leave them for the poor and stranger: I am the LORD your God.

"
19,13,Leviticus 19:13,Leviticus,"Thou shalt not defraud thy neighbour, neither rob him: the wages of him that is hired shall not abide with thee all night until the morning.","Leviticus 19:13 It'd be great if you could not defraud thy neighbour, neither rob him: the wages of him that is hired shall not abide with thee all night until the morning.

"
19,14,Leviticus 19:14,Leviticus,"Thou shalt not curse the deaf, nor put a stumblingblock before the blind, but shalt fear thy God: I am the LORD.","Leviticus 19:14 It'd be great if you could not curse the deaf, nor put a stumblingblock before the blind, but shalt fear thy God: I am the LORD.

"
19,15,Leviticus 19:15,Leviticus,"Ye shall do no unrighteousness in judgment: thou shalt not respect the person of the poor, nor honour the person of the mighty: but in righteousness shalt thou judge thy neighbour.","Leviticus 19:15 Ye shall do no unrighteousness in judgment: it'd be great if you could not respect the person of the poor, nor honour the person of the mighty: but in righteousness shalt thou judge thy neighbour.

"
19,16,Leviticus 19:16,Leviticus,Thou shalt not go up and down as a talebearer among thy people: neither shalt thou stand against the blood of thy neighbour: I am the LORD.,"Leviticus 19:16 It'd be great if you could not go up and down as a talebearer among thy people: neither shalt thou stand against the blood of thy neighbour: I am the LORD.

"
19,17,Leviticus 19:17,Leviticus,"Thou shalt not hate thy brother in thine heart: thou shalt in any wise rebuke thy neighbour, and not suffer sin upon him.","Leviticus 19:17 It'd be great if you could not hate thy brother in thine heart: it'd be great if you could in any wise rebuke thy neighbour, and not suffer sin upon him.

"
19,18,Leviticus 19:18,Leviticus,"Thou shalt not avenge, nor bear any grudge against the children of thy people, but thou shalt love thy neighbour as thyself: I am the LORD.","Leviticus 19:18 It'd be great if you could not avenge, nor bear any grudge against the children of thy people, but it'd be great if you could love thy neighbour as thyself: I am the LORD.

"
19,19,Leviticus 19:19,Leviticus,Ye shall keep my statutes. Thou shalt not let thy cattle gender with a diverse kind: thou shalt not sow thy field with mingled seed: neither shall a garment mingled of linen and woollen come upon thee.,"Leviticus 19:19 Ye shall keep my statutes. It'd be great if you could not let thy cattle gender with a diverse kind: it'd be great if you could not sow thy field with mingled seed: neither shall a garment mingled of linen and woollen come upon thee.

"
19,32,Leviticus 19:32,Leviticus,"Thou shalt rise up before the hoary head, and honour the face of the old man, and fear thy God: I am the LORD.","Leviticus 19:32 It'd be great if you could rise up before the hoary head, and honour the face of the old man, and fear thy God: I am the LORD.

"
19,34,Leviticus 19:34,Leviticus,"But the stranger that dwelleth with you shall be unto you as one born among you, and thou shalt love him as thyself; for ye were strangers in the land of Egypt: I am the LORD your God.","Leviticus 19:34 But the stranger that dwelleth with you shall be unto you as one born among you, and it'd be great if you could love him as thyself; for ye were strangers in the land of Egypt: I am the LORD your God.

"
20,2,Leviticus 20:2,Leviticus,"Again, thou shalt say to the children of Israel, Whosoever he be of the children of Israel, or of the strangers that sojourn in Israel, that giveth any of his seed unto Molech; he shall surely be put to death: the people of the land shall stone him with stones.","Leviticus 20:2 Again, it'd be great if you could say to the children of Israel, Whosoever he be of the children of Israel, or of the strangers that sojourn in Israel, that giveth any of his seed unto Molech; he shall surely be put to death: the people of the land shall stone him with stones.

"
20,16,Leviticus 20:16,Leviticus,"And if a woman approach unto any beast, and lie down thereto, thou shalt kill the woman, and the beast: they shall surely be put to death; their blood shall be upon them.","Leviticus 20:16 And if a woman approach unto any beast, and lie down thereto, it'd be great if you could kill the woman, and the beast: they shall surely be put to death; their blood shall be upon them.

"
20,19,Leviticus 20:19,Leviticus,"And thou shalt not uncover the nakedness of thy mother's sister, nor of thy father's sister: for he uncovereth his near kin: they shall bear their iniquity.","Leviticus 20:19 And it'd be great if you could not uncover the nakedness of thy mother's sister, nor of thy father's sister: for he uncovereth his near kin: they shall bear their iniquity.

"
21,8,Leviticus 21:8,Leviticus,"Thou shalt sanctify him therefore; for he offereth the bread of thy God: he shall be holy unto thee: for I the LORD, which sanctify you, am holy.","Leviticus 21:8 It'd be great if you could sanctify him therefore; for he offereth the bread of thy God: he shall be holy unto thee: for I the LORD, which sanctify you, am holy.

"
23,22,Leviticus 23:22,Leviticus,"And when ye reap the harvest of your land, thou shalt not make clean riddance of the corners of thy field when thou reapest, neither shalt thou gather any gleaning of thy harvest: thou shalt leave them unto the poor, and to the stranger: I am the LORD your God.","Leviticus 23:22 And when ye reap the harvest of your land, it'd be great if you could not make clean riddance of the corners of thy field when thou reapest, neither shalt thou gather any gleaning of thy harvest: it'd be great if you could leave them unto the poor, and to the stranger: I am the LORD your God.

"
24,5,Leviticus 24:5,Leviticus,"And thou shalt take fine flour, and bake twelve cakes thereof: two tenth deals shall be in one cake.","Leviticus 24:5 And it'd be great if you could take fine flour, and bake twelve cakes thereof: two tenth deals shall be in one cake.

"
24,6,Leviticus 24:6,Leviticus,"And thou shalt set them in two rows, six on a row, upon the pure table before the LORD.","Leviticus 24:6 And it'd be great if you could set them in two rows, six on a row, upon the pure table before the LORD.

"
24,7,Leviticus 24:7,Leviticus,"And thou shalt put pure frankincense upon each row, that it may be on the bread for a memorial, even an offering made by fire unto the LORD.","Leviticus 24:7 And it'd be great if you could put pure frankincense upon each row, that it may be on the bread for a memorial, even an offering made by fire unto the LORD.

"
24,15,Leviticus 24:15,Leviticus,"And thou shalt speak unto the children of Israel, saying, Whosoever curseth his God shall bear his sin.","Leviticus 24:15 And it'd be great if you could speak unto the children of Israel, saying, Whosoever curseth his God shall bear his sin.

"
25,3,Leviticus 25:3,Leviticus,"Six years thou shalt sow thy field, and six years thou shalt prune thy vineyard, and gather in the fruit thereof;","Leviticus 25:3 Six years it'd be great if you could sow thy field, and six years it'd be great if you could prune thy vineyard, and gather in the fruit thereof;

"
25,4,Leviticus 25:4,Leviticus,"But in the seventh year shall be a sabbath of rest unto the land, a sabbath for the LORD: thou shalt neither sow thy field, nor prune thy vineyard.","Leviticus 25:4 But in the seventh year shall be a sabbath of rest unto the land, a sabbath for the LORD: it'd be great if you could neither sow thy field, nor prune thy vineyard.

"
25,5,Leviticus 25:5,Leviticus,"That which groweth of its own accord of thy harvest thou shalt not reap, neither gather the grapes of thy vine undressed: for it is a year of rest unto the land.","Leviticus 25:5 That which groweth of its own accord of thy harvest it'd be great if you could not reap, neither gather the grapes of thy vine undressed: for it is a year of rest unto the land.

"
25,8,Leviticus 25:8,Leviticus,"And thou shalt number seven sabbaths of years unto thee, seven times seven years; and the space of the seven sabbaths of years shall be unto thee forty and nine years.","Leviticus 25:8 And it'd be great if you could number seven sabbaths of years unto thee, seven times seven years; and the space of the seven sabbaths of years shall be unto thee forty and nine years.

"
25,15,Leviticus 25:15,Leviticus,"According to the number of years after the jubile thou shalt buy of thy neighbour, and according unto the number of years of the fruits he shall sell unto thee:","Leviticus 25:15 According to the number of years after the jubile it'd be great if you could buy of thy neighbour, and according unto the number of years of the fruits he shall sell unto thee:

"
25,16,Leviticus 25:16,Leviticus,"According to the multitude of years thou shalt increase the price thereof, and according to the fewness of years thou shalt diminish the price of it: for according to the number of the years of the fruits doth he sell unto thee.","Leviticus 25:16 According to the multitude of years it'd be great if you could increase the price thereof, and according to the fewness of years it'd be great if you could diminish the price of it: for according to the number of the years of the fruits doth he sell unto thee.

"
25,17,Leviticus 25:17,Leviticus,Ye shall not therefore oppress one another; but thou shalt fear thy God: for I am the LORD your God.,"Leviticus 25:17 Ye shall not therefore oppress one another; but it'd be great if you could fear thy God: for I am the LORD your God.

"
25,35,Leviticus 25:35,Leviticus,"And if thy brother be waxen poor, and fallen in decay with thee; then thou shalt relieve him: yea, though he be a stranger, or a sojourner; that he may live with thee.","Leviticus 25:35 And if thy brother be waxen poor, and fallen in decay with thee; then it'd be great if you could relieve him: yea, though he be a stranger, or a sojourner; that he may live with thee.

"
25,37,Leviticus 25:37,Leviticus,"Thou shalt not give him thy money upon usury, nor lend him thy victuals for increase.","Leviticus 25:37 It'd be great if you could not give him thy money upon usury, nor lend him thy victuals for increase.

"
25,39,Leviticus 25:39,Leviticus,"And if thy brother that dwelleth by thee be waxen poor, and be sold unto thee; thou shalt not compel him to serve as a bondservant:","Leviticus 25:39 And if thy brother that dwelleth by thee be waxen poor, and be sold unto thee; it'd be great if you could not compel him to serve as a bondservant:

"
25,43,Leviticus 25:43,Leviticus,Thou shalt not rule over him with rigour; but shalt fear thy God.,"Leviticus 25:43 It'd be great if you could not rule over him with rigour; but shalt fear thy God.

"
25,44,Leviticus 25:44,Leviticus,"Both thy bondmen, and thy bondmaids, which thou shalt have, shall be of the heathen that are round about you; of them shall ye buy bondmen and bondmaids.","Leviticus 25:44 Both thy bondmen, and thy bondmaids, which it'd be great if you could have, shall be of the heathen that are round about you; of them shall ye buy bondmen and bondmaids.

"
1,49,Numbers 1:49,Numbers,"Only thou shalt not number the tribe of Levi, neither take the sum of them among the children of Israel:","Numbers 1:49 Only it'd be great if you could not number the tribe of Levi, neither take the sum of them among the children of Israel:

"
1,50,Numbers 1:50,Numbers,"But thou shalt appoint the Levites over the tabernacle of testimony, and over all the vessels thereof, and over all things that belong to it: they shall bear the tabernacle, and all the vessels thereof; and they shall minister unto it, and shall encamp round about the tabernacle.","Numbers 1:50 But it'd be great if you could appoint the Levites over the tabernacle of testimony, and over all the vessels thereof, and over all things that belong to it: they shall bear the tabernacle, and all the vessels thereof; and they shall minister unto it, and shall encamp round about the tabernacle.

"
3,9,Numbers 3:9,Numbers,And thou shalt give the Levites unto Aaron and to his sons: they are wholly given unto him out of the children of Israel.,"Numbers 3:9 And it'd be great if you could give the Levites unto Aaron and to his sons: they are wholly given unto him out of the children of Israel.

"
3,10,Numbers 3:10,Numbers,"And thou shalt appoint Aaron and his sons, and they shall wait on their priest's office: and the stranger that cometh nigh shall be put to death.","Numbers 3:10 And it'd be great if you could appoint Aaron and his sons, and they shall wait on their priest's office: and the stranger that cometh nigh shall be put to death.

"
3,41,Numbers 3:41,Numbers,And thou shalt take the Levites for me (I am the LORD) instead of all the firstborn among the children of Israel; and the cattle of the Levites instead of all the firstlings among the cattle of the children of Israel.,"Numbers 3:41 And it'd be great if you could take the Levites for me (I am the LORD) instead of all the firstborn among the children of Israel; and the cattle of the Levites instead of all the firstlings among the cattle of the children of Israel.

"
3,47,Numbers 3:47,Numbers,"Thou shalt even take five shekels apiece by the poll, after the shekel of the sanctuary shalt thou take them: (the shekel is twenty gerahs:)","Numbers 3:47 It'd be great if you could even take five shekels apiece by the poll, after the shekel of the sanctuary shalt thou take them: (the shekel is twenty gerahs:)

"
3,48,Numbers 3:48,Numbers,"And thou shalt give the money, wherewith the odd number of them is to be redeemed, unto Aaron and to his sons.","Numbers 3:48 And it'd be great if you could give the money, wherewith the odd number of them is to be redeemed, unto Aaron and to his sons.

"
4,29,Numbers 4:29,Numbers,"As for the sons of Merari, thou shalt number them after their families, by the house of their fathers;","Numbers 4:29 As for the sons of Merari, it'd be great if you could number them after their families, by the house of their fathers;

"
7,5,Numbers 7:5,Numbers,"Take it of them, that they may be to do the service of the tabernacle of the congregation; and thou shalt give them unto the Levites, to every man according to his service.","Numbers 7:5 Take it of them, that they may be to do the service of the tabernacle of the congregation; and it'd be great if you could give them unto the Levites, to every man according to his service.

"
8,9,Numbers 8:9,Numbers,And thou shalt bring the Levites before the tabernacle of the congregation: and thou shalt gather the whole assembly of the children of Israel together:,"Numbers 8:9 And it'd be great if you could bring the Levites before the tabernacle of the congregation: and it'd be great if you could gather the whole assembly of the children of Israel together:

"
8,10,Numbers 8:10,Numbers,And thou shalt bring the Levites before the LORD: and the children of Israel shall put their hands upon the Levites:,"Numbers 8:10 And it'd be great if you could bring the Levites before the LORD: and the children of Israel shall put their hands upon the Levites:

"
8,12,Numbers 8:12,Numbers,"And the Levites shall lay their hands upon the heads of the bullocks: and thou shalt offer the one for a sin offering, and the other for a burnt offering, unto the LORD, to make an atonement for the Levites.","Numbers 8:12 And the Levites shall lay their hands upon the heads of the bullocks: and it'd be great if you could offer the one for a sin offering, and the other for a burnt offering, unto the LORD, to make an atonement for the Levites.

"
8,13,Numbers 8:13,Numbers,"And thou shalt set the Levites before Aaron, and before his sons, and offer them for an offering unto the LORD.","Numbers 8:13 And it'd be great if you could set the Levites before Aaron, and before his sons, and offer them for an offering unto the LORD.

"
8,15,Numbers 8:15,Numbers,"And after that shall the Levites go in to do the service of the tabernacle of the congregation: and thou shalt cleanse them, and offer them for an offering.","Numbers 8:15 And after that shall the Levites go in to do the service of the tabernacle of the congregation: and it'd be great if you could cleanse them, and offer them for an offering.

"
11,23,Numbers 11:23,Numbers,"And the LORD said unto Moses, Is the LORD's hand waxed short? thou shalt see now whether my word shall come to pass unto thee or not.","Numbers 11:23 And the LORD said unto Moses, Is the LORD's hand waxed short? it'd be great if you could see now whether my word shall come to pass unto thee or not.

"
14,15,Numbers 14:15,Numbers,"Now if thou shalt kill all this people as one man, then the nations which have heard the fame of thee will speak, saying,","Numbers 14:15 Now if it'd be great if you could kill all this people as one man, then the nations which have heard the fame of thee will speak, saying,

"
15,6,Numbers 15:6,Numbers,"Or for a ram, thou shalt prepare for a meat offering two tenth deals of flour mingled with the third part of an hin of oil.","Numbers 15:6 Or for a ram, it'd be great if you could prepare for a meat offering two tenth deals of flour mingled with the third part of an hin of oil.

"
15,7,Numbers 15:7,Numbers,"And for a drink offering thou shalt offer the third part of an hin of wine, for a sweet savour unto the LORD.","Numbers 15:7 And for a drink offering it'd be great if you could offer the third part of an hin of wine, for a sweet savour unto the LORD.

"
15,10,Numbers 15:10,Numbers,"And thou shalt bring for a drink offering half an hin of wine, for an offering made by fire, of a sweet savour unto the LORD.","Numbers 15:10 And it'd be great if you could bring for a drink offering half an hin of wine, for an offering made by fire, of a sweet savour unto the LORD.

"
17,3,Numbers 17:3,Numbers,And thou shalt write Aaron's name upon the rod of Levi: for one rod shall be for the head of the house of their fathers.,"Numbers 17:3 And it'd be great if you could write Aaron's name upon the rod of Levi: for one rod shall be for the head of the house of their fathers.

"
17,4,Numbers 17:4,Numbers,"And thou shalt lay them up in the tabernacle of the congregation before the testimony, where I will meet with you.","Numbers 17:4 And it'd be great if you could lay them up in the tabernacle of the congregation before the testimony, where I will meet with you.

"
17,10,Numbers 17:10,Numbers,"And the LORD said unto Moses, Bring Aaron's rod again before the testimony, to be kept for a token against the rebels; and thou shalt quite take away their murmurings from me, that they die not.","Numbers 17:10 And the LORD said unto Moses, Bring Aaron's rod again before the testimony, to be kept for a token against the rebels; and it'd be great if you could quite take away their murmurings from me, that they die not.

"
18,17,Numbers 18:17,Numbers,"But the firstling of a cow, or the firstling of a sheep, or the firstling of a goat, thou shalt not redeem; they are holy: thou shalt sprinkle their blood upon the altar, and shalt burn their fat for an offering made by fire, for a sweet savour unto the LORD.","Numbers 18:17 But the firstling of a cow, or the firstling of a sheep, or the firstling of a goat, it'd be great if you could not redeem; they are holy: it'd be great if you could sprinkle their blood upon the altar, and shalt burn their fat for an offering made by fire, for a sweet savour unto the LORD.

"
18,20,Numbers 18:20,Numbers,"And the LORD spake unto Aaron, Thou shalt have no inheritance in their land, neither shalt thou have any part among them: I am thy part and thine inheritance among the children of Israel.","Numbers 18:20 And the LORD spake unto Aaron, it'd be great if you could have no inheritance in their land, neither shalt thou have any part among them: I am thy part and thine inheritance among the children of Israel.

"
18,30,Numbers 18:30,Numbers,"Therefore thou shalt say unto them, When ye have heaved the best thereof from it, then it shall be counted unto the Levites as the increase of the threshingfloor, and as the increase of the winepress.","Numbers 18:30 Therefore it'd be great if you could say unto them, When ye have heaved the best thereof from it, then it shall be counted unto the Levites as the increase of the threshingfloor, and as the increase of the winepress.

"
20,8,Numbers 20:8,Numbers,"Take the rod, and gather thou the assembly together, thou, and Aaron thy brother, and speak ye unto the rock before their eyes; and it shall give forth his water, and thou shalt bring forth to them water out of the rock: so thou shalt give the congregation and their beasts drink.","Numbers 20:8 Take the rod, and gather thou the assembly together, thou, and Aaron thy brother, and speak ye unto the rock before their eyes; and it shall give forth his water, and it'd be great if you could bring forth to them water out of the rock: so it'd be great if you could give the congregation and their beasts drink.

"
20,18,Numbers 20:18,Numbers,"And Edom said unto him, Thou shalt not pass by me, lest I come out against thee with the sword.","Numbers 20:18 And Edom said unto him, it'd be great if you could not pass by me, lest I come out against thee with the sword.

"
20,20,Numbers 20:20,Numbers,"And he said, Thou shalt not go through. And Edom came out against him with much people, and with a strong hand.","Numbers 20:20 And he said, it'd be great if you could not go through. And Edom came out against him with much people, and with a strong hand.

"
21,34,Numbers 21:34,Numbers,"And the LORD said unto Moses, Fear him not: for I have delivered him into thy hand, and all his people, and his land; and thou shalt do to him as thou didst unto Sihon king of the Amorites, which dwelt at Heshbon.","Numbers 21:34 And the LORD said unto Moses, Fear him not: for I have delivered him into thy hand, and all his people, and his land; and it'd be great if you could do to him as thou didst unto Sihon king of the Amorites, which dwelt at Heshbon.

"
22,12,Numbers 22:12,Numbers,"And God said unto Balaam, Thou shalt not go with them; thou shalt not curse the people: for they are blessed.","Numbers 22:12 And God said unto Balaam, it'd be great if you could not go with them; it'd be great if you could not curse the people: for they are blessed.

"
22,35,Numbers 22:35,Numbers,"And the angel of the LORD said unto Balaam, Go with the men: but only the word that I shall speak unto thee, that thou shalt speak. So Balaam went with the princes of Balak.","Numbers 22:35 And the angel of the LORD said unto Balaam, Go with the men: but only the word that I shall speak unto thee, that it'd be great if you could speak. So Balaam went with the princes of Balak.

"
23,5,Numbers 23:5,Numbers,"And the LORD put a word in Balaam's mouth, and said, Return unto Balak, and thus thou shalt speak.","Numbers 23:5 And the LORD put a word in Balaam's mouth, and said, Return unto Balak, and thus it'd be great if you could speak.

"
23,13,Numbers 23:13,Numbers,"And Balak said unto him, Come, I pray thee, with me unto another place, from whence thou mayest see them: thou shalt see but the utmost part of them, and shalt not see them all: and curse me them from thence.","Numbers 23:13 And Balak said unto him, Come, I pray thee, with me unto another place, from whence thou mayest see them: it'd be great if you could see but the utmost part of them, and shalt not see them all: and curse me them from thence.

"
26,54,Numbers 26:54,Numbers,"To many thou shalt give the more inheritance, and to few thou shalt give the less inheritance: to every one shall his inheritance be given according to those that were numbered of him.","Numbers 26:54 To many it'd be great if you could give the more inheritance, and to few it'd be great if you could give the less inheritance: to every one shall his inheritance be given according to those that were numbered of him.

"
27,7,Numbers 27:7,Numbers,The daughters of Zelophehad speak right: thou shalt surely give them a possession of an inheritance among their father's brethren; and thou shalt cause the inheritance of their father to pass unto them.,"Numbers 27:7 The daughters of Zelophehad speak right: it'd be great if you could surely give them a possession of an inheritance among their father's brethren; and it'd be great if you could cause the inheritance of their father to pass unto them.

"
27,8,Numbers 27:8,Numbers,"And thou shalt speak unto the children of Israel, saying, If a man die, and have no son, then ye shall cause his inheritance to pass unto his daughter.","Numbers 27:8 And it'd be great if you could speak unto the children of Israel, saying, If a man die, and have no son, then ye shall cause his inheritance to pass unto his daughter.

"
27,20,Numbers 27:20,Numbers,"And thou shalt put some of thine honour upon him, that all the congregation of the children of Israel may be obedient.","Numbers 27:20 And it'd be great if you could put some of thine honour upon him, that all the congregation of the children of Israel may be obedient.

"
28,3,Numbers 28:3,Numbers,"And thou shalt say unto them, This is the offering made by fire which ye shall offer unto the LORD; two lambs of the first year without spot day by day, for a continual burnt offering.","Numbers 28:3 And it'd be great if you could say unto them, This is the offering made by fire which ye shall offer unto the LORD; two lambs of the first year without spot day by day, for a continual burnt offering.

"
28,8,Numbers 28:8,Numbers,"And the other lamb shalt thou offer at even: as the meat offering of the morning, and as the drink offering thereof, thou shalt offer it, a sacrifice made by fire, of a sweet savour unto the LORD.","Numbers 28:8 And the other lamb shalt thou offer at even: as the meat offering of the morning, and as the drink offering thereof, it'd be great if you could offer it, a sacrifice made by fire, of a sweet savour unto the LORD.

"
31,30,Numbers 31:30,Numbers,"And of the children of Israel's half, thou shalt take one portion of fifty, of the persons, of the beeves, of the asses, and of the flocks, of all manner of beasts, and give them unto the Levites, which keep the charge of the tabernacle of the LORD.","Numbers 31:30 And of the children of Israel's half, it'd be great if you could take one portion of fifty, of the persons, of the beeves, of the asses, and of the flocks, of all manner of beasts, and give them unto the Levites, which keep the charge of the tabernacle of the LORD.

"
2,28,Deuteronomy 2:28,Deuteronomy,"Thou shalt sell me meat for money, that I may eat; and give me water for money, that I may drink: only I will pass through on my feet;","Deuteronomy 2:28 It'd be great if you could sell me meat for money, that I may eat; and give me water for money, that I may drink: only I will pass through on my feet;

"
3,2,Deuteronomy 3:2,Deuteronomy,"And the LORD said unto me, Fear him not: for I will deliver him, and all his people, and his land, into thy hand; and thou shalt do unto him as thou didst unto Sihon king of the Amorites, which dwelt at Heshbon.","Deuteronomy 3:2 And the LORD said unto me, Fear him not: for I will deliver him, and all his people, and his land, into thy hand; and it'd be great if you could do unto him as thou didst unto Sihon king of the Amorites, which dwelt at Heshbon.

"
3,27,Deuteronomy 3:27,Deuteronomy,"Get thee up into the top of Pisgah, and lift up thine eyes westward, and northward, and southward, and eastward, and behold it with thine eyes: for thou shalt not go over this Jordan.","Deuteronomy 3:27 Get thee up into the top of Pisgah, and lift up thine eyes westward, and northward, and southward, and eastward, and behold it with thine eyes: for it'd be great if you could not go over this Jordan.

"
3,28,Deuteronomy 3:28,Deuteronomy,"But charge Joshua, and encourage him, and strengthen him: for he shall go over before this people, and he shall cause them to inherit the land which thou shalt see.","Deuteronomy 3:28 But charge Joshua, and encourage him, and strengthen him: for he shall go over before this people, and he shall cause them to inherit the land which it'd be great if you could see.

"
