"","uid","cluster","size","begin","end","category","contributor","date","id","issue","lang","series","text","heading","url","altSource","corpus","ed","seq","firstPageId","title"
"36077",8193306517244584960,422907,317,98,7525,"News","null","1846-05-23","5FHA-1846-MAY23-001-007","5FHA-1846-MAY23","null","83016251","Religious Courtship.--A young gen.
tletnan happening to sit at church in a
pew adjoining one in which sat a lady,
for whom he conceived a sudden and
most violent passion, was desirous of en­
texing into a courtship on the spot; but
the place not suiting a formal declaration.
the exigency of the case suggested the.
followihg plan: He politely handed his
fair neighbor a Bible, open; with a pin
stuck in the following text-2d. Epistle
of John, verse 5th: "" And now I be­
seech thee lady, not as though I wrote a
new commandment unto thee, but that
which we had from the beginning, that
we love one another. She returned it,
pointing to the 22d chapter of Ruth, verse
10: ' Then she fell on her face, and
bowed herself down to the ground and
said unto him, why have I found such fa­
vor in thine eyes, that thou shoud'st take
knowledge of me, seeing I am a stran­
ger?"" He returned the book, po:nting.to
the 12th verse 3d Epistle of John: "" Hav­
ing things to write unto you, I would not
write with paper and ink, but trust to
come unto you and speak face to face.""
From the above interview; a marriage
took the place the ensuing week","Religious Courtship","null","null","gale-us","null","null","null","Pensacola Gazette (Pensacola, FL)"
"36078",1742720396570554112,422907,317,1042,8170,"null","null","1846-06-25","sn82014769/1846-06-25/ed-1/seq-4","sn82014769/1846-06-25/ed-1","null","sn82014769","serious.
Courtship in Church.?A young gen­
tleman happening to sit at church in a pew
adjoining one in which was a young lady,
for whom he conceived a most sudden and
violent passion, felt desirous of entering in­
to a courtship j but the place not suiting a
formal declaration, the exigency suggested
the following text: ^d Epistle of John,
verse 5th, ""And uow 1 beseech thee, lady,
not as though I wrote a Mew commandment
unto thee, but that we mid from the begin­
ning, that we love one another."" She re­
turned it with the following : 2d chapter
?f Ruth, lOlh verse, ""Then she fell on
her face and bowed herself to the ground,
and said unto him, why have I found grace
in thine eyes, thai thou should take notice
of me, seeing J am a stranger ?"" He re­
turned the book pointing to the 3d Epistle
of John: ""Having many things to write
unto you, I would not write with paper
and ink; but I trust to come unto you,
and speak face to face."" From the above
interview, the marriage took placc the en­
suing Week.
A year or two","null","http://chroniclingamerica.loc.gov/lccn/sn82014769/1846-06-25/ed-1/seq-4/print/image_600x600_from_381%2C361_to_1371%2C2174/","null","ca","1","4","null","The Columbian fountain. volume (Washington, D.C.) 1845-1846"
"36079",1231656989873433344,422907,317,98,5173,"News","null","1846-06-26","5GEN-1846-JUN26-001-014","5GEN-1846-JUN26","null","87065583","CourvtsrtiP IN CntUvuc.-A young
rcentleman happening to sit at church in a
pew adjoining one in which was a young
Fady, for whom he conceived a most sad­
den and violent passion, felt desirous of en­
tering into courtship on the spot; but the
place not suiting a frmal dlecraltion, the
exigeney suggested the olowing text­
o(d jitith of John, verse 5th:-""a d HlSE
i beseech thee lady, not as though' itrote
a new commandment unto ihee, but that
we had from the beginning, that we love
one another."" She retarned it i ith the
followmng-Zd chaptcr of R.th, th.h ver.
-""Then she i;-II on her faco,and Woie4l
herself to the ground, and said un1o hiw.
why Bave I found grcq it thineeyeL, that,
thou shouldst take notice: of me, eelningL
am a staengOer'-H­
pointing, to the 3df Ep tljef o
riog many thigs: to w'iut","Courtship in Church","null","null","gale-us","null","null","null","Hinds County Gazette (Raymond, MS)"
"36080",8723849498418072576,422907,317,260409,268328,"News","null","1846-11-14","WO1_HPTE_1846_11_14-0008-029","WO1_HPTE_1846_11_14","null","HPTE","Builder. St
COURTStOr IN CiUttcit.-A young gentleman as
happening to bit at church in a pew adjoining one in ve
which was a young lady, for whom lie conceived a most b~
- sudden and violent passion, felt desirous of entering
into a courtship on the spot, but tile place nut suiting
a formal declaration, the exigency suggested the ful­
lowing plan. Ife politely handed his fair neighbour a
Bible, open, with a pitt stuck in the loilowing verse .­ tl
2nd Epistle of John, verse 6thl-"" And tiow I beseech l
thee, lady, not as though I wrote a new commandment d,
l unto thee; but that which we had trom ihe Leginning, 4'
l that we love one another."" She returned it with the Si
l following :-2nd chapter of Ruth, 10th verse-"" Theti i
she fell on her face and bowed herself to the groundt, ai
and said unto him, why have I grace in chine eves, that Ot
thou shouldst take notice of me, seeing I tm a bstinger."" b
f lie returned the book, pointing to the-12th verse of the ri
3rd Epistle of Jolt ;-"" Having many things to write d.
unto you, I would not write with paper and ink, lout I ti
trust to comnc unto you, and speak lace to face."" From
the above interview the marriage took place the ensuing","POSTSCRIPT.","null","null","gale-uk","null","null","null","Hampshire/Portsmouth Telegraph"
"36081",9804512767214312,422907,317,17956,24749,"News","null","1847-05-27","WO1_TEFP_1847_05_27-0004-009","WO1_TEFP_1847_05_27","null","TEFP","IF8ello IN Cliateon. -A young gentleman happening
to sit at church in a pew adjoining one in which was a young
lady, for whom he conceived a Bost sudden and violent passion,
felt desirous of entering into a courtship on the spot, but thle
place not suiting a formal declaration, the exigency suggested ths
following plan. He politely handed his neighbour a Bibleopun
with a pin stuck in the following verseo:-2nd Epistle of John,
verse eth-­ and now I beseech thee, lady, not as though I
wrote a new commandment unto thee, bait that which we had
from the beginning, that we love one another."" She returned it
with the following:-2nd chapter of Ruth, 10th versae:-Then
she fell on her face and bowed herself to the ground, aind said
unto him, why have I grace in thine eye, that thou shouldest
take notice 6f me, seeing I am a stranger ?"" He retarned the
book, pointing to the 12th verse of the 8rd Epistle of Job:
""Having many things to write with paper and ink, but 1 trsl:,t
to come unto yau, and speak lace to face,"" From the alers'
isitervieW the marriage too10 pla#e the ensuLa Weak.




 i A","VARIETIES.","null","null","gale-uk","null","null","null","Trewman's Exeter Flying Post"
"36082",6605770407321694208,422907,317,18765,26649,"News","null","1847-06-15","WO1_LVMR_1847_06_15-0005-021","WO1_LVMR_1847_06_15","null","LVMR","Couaaaulp IS CHnUieu.-A young gentleman; hap­ y
pening to sit at church in a pew adjoining one in shich tha
was a young lady, for whom he conceived a moat sudden
end violent passion, felt desirous of entering into a court­ A
ship on the spot, but the place not suiting a formal de­ livE
claration, the exigeRcy suggested the following plan. a vI
fie politely handed his neighbour a Bible, open, with a bee
pin stuck in the following verse :-2id Epistle of John, 1
verse Gth-"" And now I beseech thee, lady, not as though to 1
v
wrote a new commandment unto thee, but that which loc.
we had from the beginning, that we love cue another."" I
She returned it with the following:-2nd ch. pt erof Ruth,
1O:h verse-"" Then she fell on her face and towed herself
to the ground, and said unto him, Why have I grace in ar(
thino eye, that thou shouldeat take notice of me, seeing
I am a stranger ?' He returned the book, pointing to
the 12th verse of the 3:d Epistle of John:-"" Having In
many things to write with paper and ink,b t I trust to se!
come unto you, and Ppeak face to face."" From the die
above interview the marriage took place the ene4ing w su
I
t
F
L
t




 BANK","NEW PATENTS FOR MAY.","null","null","gale-uk","null","null","null","Liverpool Mercury"
"36083",2413764315622951424,422907,317,74390,80719,"Arts &amp; Entertainment","null","1847-07-09","5GEN-1847-JUL09-004-001","5GEN-1847-JUL09","null","87065583","A youngR
gentleman happened to sit at church in a
poew adjoining one in which sat a young (
lady, for whomn he conceived n most sud'
den and violent passion; and was desirous 4
of enteriug into courtship un the spot. But
the place not: suiting a formal declaration
the exi te of.the etau.e csted the fol. T
-
,, ,n~ lh s'­ Frj
'. inr.,
r ..t .a ,i
', _..




 handed the Bible to her-2d Epistle of
I.John, 5th verse: ""And now I beseech of
t­ hee, not as thoueb I wrote anew unto thee,
but that we have from the beginning. that
we lore one another!"" She returned the
book, pointed to Ruth, 2, 10: ""Why
should I find grace in thine eyes, that thou
shouldst take knowledge of me, seeing I
, a trager."" i gain returned the
book, pointed to the third Epistle of John,
i 18th verse: 'I have manyvthingsto write,
but I will not with pen and ink write unto
I thee-but I trust, I shall speak face to face.""
SThey were united in marriage soon after.
A","Miscellaneous","null","null","gale-us","null","null","null","Hinds County Gazette (Raymond, MS)"
"36084",-6381455137683164160,422907,317,5997,7115,"Article","null","1847-10-15","trove/8761530","trove/24/1847-10-15","null","trove/24","October 13. < COURTSHIP IN CHURCH.-A young gentleman happening to sit at church in a pew adjoining one in which was a young lady for whom ho conceived a"" most sadden and violent passion, felt desirous of entering into a courtship on the spot, but the place not suiting a formal declqi a-"" tion, the exigency suggested the following plan : He politely handed his neighbour a Bible, open, with a pin stuck in the following verse :-2nd Eßistle of John, v.' G-"" And now I beseech thee lady, not as though I wrote a new 'com-mandment unto thee, but that which we had from the beginning, that we love one another."" She returned it with the following :-2nd chap, of Ruth, v. 10-"" Then she fell on her face and bowed herself to the ground, and said unto him -Why have I grace in thine eye, that thou shouldst take notice of me, seeing I am n stran-ger?"" He returned the book, pointing to the 12th verse of the 3rd Epistle of John :-^Ha-ving many things to write with paper and ink, but I trust to come unto you, and speak face to face."" From the above interview the marriage took place the ensuing week. *> THE LEAST OF Two","Domestic Intelligence.","http://trove.nla.gov.au/ndp/del/article/8761530","null","trove","null","3","672726","Colonial Times (Hobart, Tas. : 1828 - 1857)"
"36085",9068504098127218688,422907,317,7409,8534,"Article","null","1847-11-20","trove/3715315","trove/14/1847-11-20","null","trove/14","jackass !"" > ' ' . COURTSHIP IN CHURCH.-A young gentleman; happening to sit at church in a pew adjoining one in ""which was a young lady, for whom he^ con-ceived a most sudden and and violent passion, felt desirous of entering into a courtship on the spot, but the place not suiting a formal declaration, the exigency suggested the following plan. He poli-tely handed his neighbour a Bible, open, with a pin stuck in the following verse :-2d Epistle of John, verse Cth-"" And now I beseech thee', lady; not as though I wrote a new commandment unto thee, but that which we had from?the beginning; that we love one another."" She returned it with the following.-2d chapter of Ruth, 10th verse"" Then she fell on her face and bowed herself to the ground, and said unto him, why have I grace in thine eye, that thou shouldest take notice of me; seeing I am a stranger P "" He returned the book, pointing to the 12th verse of the 3d Epistle of John :-"" Having many things to write with paper and ink, but I trust to come unto you, ancLspeak face to face."" From the above interview the mar-riage took place the ensuing week. * SOMETHING","EXTRACTS.","http://trove.nla.gov.au/ndp/del/article/3715315","null","trove","null","4","540902","The Moreton Bay Courier (Brisbane, Qld. : 1846 - 1861)"
"36086",3390491031717356032,422907,317,16,1621,"Article","null","1847-12-22","trove/48544050","trove/41/1847-12-22","null","trove/41","nTrminTr. A young gentleman, a stranger, on a tour through Wales, happened to go on a Sunday morning in the assizes week to Ruthlin church, to hear Divinejservice; and more particularly to hear the sheriff's chap ?uupicaun uciuic mujuugfcjb. iuia yuuuggmiuciuati .at in a pew adjoining one in which was a fascmatng young lady, a stranger also ; for whom he [cbn:eived a sudden and violant passion. He feltdearous )fmakingloveto her on the spot, but the place, not suiting a formal declaration the exigency suggested he following plan : — He politely handed his fair leighbour a bible with a pin stuck in the following ;est, 2nd Epistle of John, verse 5th — '. And now I aeseech thee, lady, as though I wrote a new commandment unto thee, but that which we had from Lhe beginning, that we love one another.' She returned it with the following : — 2nd chapter, of fiuth, I Oth verse — aThen she fell down on her face, and bowed herself to the ground, and said unto him,; why liave I found grace in thy eyes, that thou shouldst take notice of me, seeing I am but a stranger.' He returned the book pointing to the 3rd Epistle of John, 12th verse—' Having many things to write unto you, I would not with paper and ink, but I trust to come into you and speak face to face.' From the above interview the marriage took place the ensuing week, and the happy pair hired a chaise and four—the horses were decorated with white ribbons, and they drove off, it was understood, via Chester, to the bridegroom's residence near Coventry. It appears the lady was a native of Tamworlh, and was on a visit in the neighbourhood","COURTSHIP IN CHURCH.","http://trove.nla.gov.au/ndp/del/article/48544050","null","trove","null","4","4147830","South Australian Register (Adelaide, SA : 1839 - 1900)"
"36087",4569101964302892032,422907,317,170470,177786,"null","null","1847-12-25","sn82015408/1847-12-25/ed-1/seq-1","sn82015408/1847-12-25/ed-1","null","sn82015408","Cocrtship is .Church. A young-gen
tlrman happening to sit tit church in a' pew-j
adjoining one in which was a young laay, ior
whom he conceived a most sudden and vio­
lentpase'ionf felt desirous of entering into a
courtship on the spot; but the place not suit­
ing a formal declaration, the exigency sug­
gested tVe. follow ing text 2J Epistle of"" John,
vrseotu"": ""And now I beseech thee, lady,
nd as though I wrote a new commandment
unt fhec,
but that we had from the
begin-
ninVr.Th""r wp lovft one'i'aiiothcr."" ...Sherc
.. - , .tS ,
turned it with the following 2.1 chantf ref
Ruth. 10th verse: ""Then she fell )nrhi-un
. . . 'l a
face and' bowed herself to the ground, - af-d1
said unto - him."" why have-1 found grace. in
thine tVes, that thou houldsttakQotice, of
me,' seeing 1 am aslranger.'ie.reiurneu
ihe book pointing .to thepd gistle of John:
,"" Having maiiy filings tdwnliinto 'you I
would not write! with' paper find. ink; but I
trust to come unfo you, and speak facV to
face."" Ironthe above interview, the mar
riage took place Jhe ensum","null","http://chroniclingamerica.loc.gov/lccn/sn82015408/1847-12-25/ed-1/seq-1/print/image_600x600_from_5337%2C7766_to_6614%2C9289/","null","ca","1","1","null","Polynesian"
"36088",65452484686085376,422907,317,46497,54089,"null","null","1849-02-03","sn82015408/1849-02-03/ed-1/seq-4","sn82015408/1849-02-03/ed-1","null","sn82015408","politeness.
A Religious Courtship. A young gen
tleman happened to sit at church in a pew
adjoining one in which sat a young lady, for
whom he conceived a sudden and violent
passion, was desirous of entering into court
ship on the spot; but the place not suiting a
formal declaration, the exigency of the case
suggested the following plan: He politely
handed the fair lady a bible open, with a pin
stuck in the following text 2d epistle of
John v. ota: 'And now 1 beseech thee lady,
not as though 1 wrote a new commandment
unto thee, but that which we had from the
beginning, that we love one another.' She
returned it, pointing, Ruth ii. 10th: 'Then
she fell on her face and bowed herself to the
ground and said unto him, why have I found
grace in thine eyes, that thou shouldst take
knowledge of me, seeing I am a stranger?'
He returned the book pointing to the 12th
verse of the epistle of John: 'Having many
things to write unto you I would not write
with paper and ink, but I trust to come and
speak face to face.' From the above inter
view a marriage took place the ensuing
week.
That Taller","null","http://chroniclingamerica.loc.gov/lccn/sn82015408/1849-02-03/ed-1/seq-4/print/image_600x600_from_1928%2C2576_to_3100%2C4420/","null","ca","1","4","null","Polynesian"
"36089",-1830526501825191168,422907,317,15558,23490,"null","null","1855-07-20","sn83045462/1855-07-20/ed-1/seq-4","sn83045462/1855-07-20/ed-1","null","sn83045462","s Coi RTsBip.?A Young gentle­
man hapi>eiicd to sit at church in a pew ad­
Joiuing one in which *at a young lady, for
whom he had conceived a .sudden and violent
passion, and was dc.-dr<>us oi' entering into
a court hip on the spot; bat the place not suit­
ing a form.il declaration the exigency of the
ca.se -u?gested the following plan. He polite­
ly handed the fitir lady the Bible open, with
ui t?iu stnek in the following text?2d epistle ot
John. 5th And now I beseech thee, fair lady,
n< t as though 1 wrote a new commandment un­
to thee, but that which we had from the be­
ginning. that we love one another."" She re­
turned it. ]?>inting to Ruth ii. luth?' Then she
fell oil bei face and bowed herself to the
ground and -.aid unto him, why have I found
grace in thine eye*, that thou should take
knowle Ige ol tnc seeing I am a stranger?"" He
returned the book |*>intiugto the Uth verse
of the epistle ot J.-hn?""Having many things
to write unto you I would not write with pa­
per and ink. i?u 1 trust to come and speak
face to face. from the above interview a
marriage took place the ensuing week.
Sro","null","http://chroniclingamerica.loc.gov/lccn/sn83045462/1855-07-20/ed-1/seq-4/print/image_600x600_from_132%2C4105_to_1507%2C5636/","null","ca","1","4","null","Evening Star"
"36090",2789101330177427968,422907,317,126463,133054,"null","null","1855-09-06","sn84028570/1855-09-06/ed-1/seq-1","sn84028570/1855-09-06/ed-1","null","sn84028570","law,
A young centleman happened to sit at church
in a pew adjoining one in which sat. a young
Indv, for w hom he had conceived a sudden
violent passion, and was desirous of entering
into a courls ip on the spot ; but the
not suiting a formal decluratir.il, the exigency
of the cose suggested Ibe following text,
epistle of John,"" 6th : ""And now I beseech
thee, lady not ns mougn i wrote a new
mandment unto thee, but that which we
from the beginning that we love one another.""
She returned it, pointing to Ruth, ii, 10th:
""Then she fell on her race, and bowed hersell
to the ground, and said unto him, 'Why
I found grace in thine eyes that thou shouldst
take knowledge of me, seeing I am a stranger?""
He returned Hie book, pointing to the
verse of the epistle John : ""Having
tilings to write un'o you, I would not
with paper and ink ; but I trust to come
speak face to fnce."" From the above
a marriage took place ihe ensuing

Vi","null","http://chroniclingamerica.loc.gov/lccn/sn84028570/1855-09-06/ed-1/seq-1/print/image_600x600_from_2173%2C6986_to_3140%2C7961/","null","ca","1","1","null","Eaton Democrat. (Eaton, Ohio) 1843-1856"
"36091",1583267736842066176,422907,317,5380,13219,"News","null","1856-11-12","WO1_GWHD_1856_11_12-0006-033","WO1_GWHD_1856_11_12","null","GWHD","ourtyljp in Clturiel.-A young gentleman, happen­ lth
ing to sit at church inl a Pew adjoining one in whaeic Ith
ewats a young lady for whona lie conceiveti a most mid­
'v ]e an volent. passion, felt desirous of entering ilito Si
iitcourtship on the spot ; but the Phice not sutinhig a I
it fomi elrtion, the exigency suggested the follow­
Is iflg plan~ :-He politely handed hlis, neighbour at Bible, fri
IiOpenl, with a pinl stft&l in the following verse : Second o
EIste of John, verse Gth-""1 And now I beseeh1 thee, on
lttdynot as though I wrote a iiew comimandmient unto
thee, btit that which we had from the beginning, that Ai
we love one Rnothict."" Site ret urned it withl the fol­
~rlowing: 2nd chapter of Ruth,' 10th verse-"" Then she
efell ott her fttce, and bowed herself to tie groutid, cuid d,,
?said unto himn, Why have I grace in thins eyes, that po
:r thioti shonidest tttke notice of mite, seeing I allt a k
stranger ?"" lie returned] time book, pointitig to the it
12th Overse of this Third Epistle of John-"" ItIHaving of
many things to write with piaper and ink, bitt I trust wi
to coine umito you, and specak face to ftice."" Fromn thle is~
above ititerview thle mnarriage took place the esituing eqi
week.-Londlos","MISCELLANEOUS.","null","null","gale-uk","null","null","null","Glasgow Herald"
"36092",6361526137139517440,422907,317,50386,58002,"News","null","1858-02-04","5DXN-1858-FEB04-001-005","5DXN-1858-FEB04","null","84026784","mainly and entirely agree.
A tELIGtIOUS COUaThilIP,
A young gentlomanohapponing to sit at""
church iii a pew adjoining one in which sat,
a young lady, for %h Lh
he eoceeived a' sid:
den and'violent passion, was desirous of en;
Stering into a courtship on the spot; but the
place not suiting a formal declaration, the
exigency of the case suggested the following
plan
Ile politely handed his fair eighbor
,
Bible opan, with a pin stuck in the follow.
ing text:
2d Epistle of John, verso 5--'And now I
beseech thee, lady, not as though I wrote a
new commandment unto thee; but thnt'dhilch
we had from the beginning, thatwo love ono
another.'
She returned it, pointing to the 2d. casp.
ter of Ruth, verso 10th:
'Then she fell on her fare and bowedlier.
salt to the ground, and said unto him, wh'y
have I found grace in thine eyes, that thoi
sbouldst take knowledge of me, seeing that
I aia a stranger '
Iio rdetrned thI book, pointing-to the
12th verse of the 3d Epistle of John :
'alaying many things to write unto you;
I would not write with paper and ink, butl
trust to como unto you and speak face to
face.'
From the above interview, a marriago
took place the following week.
fr'Spurg6ei, the popular","Miscellany","null","null","gale-us","null","null","null","84026784"
"36093",6766085147676026880,422907,317,198679,207478,"null","null","1859-07-06","sn85054616/1859-07-06/ed-1/seq-1","sn85054616/1859-07-06/ed-1","null","sn85054616","l
Religious CocRTsnip. A young gentleman
happening to sit at church in a pew adjoining
one in which sat a young lady for whom he
conceived a violent passion, was desirous of
entering into a courtship on the spot ; but the
place not suiting a formal declaration, the ex­
igency of the case suggested tho following
plan. He politely handed his fair neighbor a
bible open, with a pin stuck in the following
text Second Epistle of John, verse fifth :
""And now I beseech thee, lady, not as though
I wrote a new commandment unto thee, but
that which we had from the beginning, that
we love one another."" She returned it, point­
ing to the second chapter of Ruth, verse
tenth : ""Then she fell on her face, and bow­
ed herself to the ground, and said unto him,
why have I found grace in thine eyes ; that
thou shouldst take know ledge of me seeing
that I am a stranger ?"" He returned the book,
pointing to the twelfth verso of the second
Epistle of John. ""Having many things to
write unto yon, 1 would not write with paper
and ink, but I trust to come unto you, and
speak face to face that our joy may be full.""
From the above interview a marriage took
place tho ensuing week.
A Good One. In St. Joseph, a","null","http://chroniclingamerica.loc.gov/lccn/sn85054616/1859-07-06/ed-1/seq-1/print/image_600x600_from_5748%2C7517_to_6980%2C9168/","null","ca","1","1","null","Raftsman's Journal"
"36094",7454981268323906560,422907,317,186638,194206,"News","null","1859-10-05","5GCE-1859-OCT05-001-002","5GCE-1859-OCT05","null","82015886","A Novenr CouTrsurt.-A young gentle.
man happening to sit at church in a pew
adjoining one in which sat a young lady
for whom he had conceived a violent pas­
sion, was desirous of eatering into a court­
ship upon the spot; but tire place not
suiting a fortmal declaration, the exigency
of the case suggested the following plan:
lie politely handed his lair neighbor a
bible, open, with a pin stuck in the follow.
ing text: Second epistle of John, verse
filthh-""and now I beseech thee, lady, not
as though l wrote a new commnndment
unto thee, but that which we had from the
beginning-that we love one another.""
Sho returned it, pointing to the second
chapter of Ruth, verse tenth: ""Then she
fell on her face, and bowed herself to the
ground, and said unto him, why have I
found grace in thine eyes, that thou
shouldst take knos'odgo of me, seeing
that 1 am a stranger?"" lie returned the
book pointing to the twellth verse of the
Third Epistlo of John: ""ilaving many
things to write unto you, I would not
write with paper and ink, but I trust to
come unto you, and speak lace to face that
our joy may be flull."" F'rolh thie above
interview a marriage tookl place the ensu­
ing week","By Telegraph","null","&quot;Les Belle&apos;s Letters&quot;","gale-us","null","null","null","Daily News and Herald (Savannah, GA)"
"36095",429238324827511168,422907,317,92710,98773,"News","null","1859-10-13","5DXN-1859-OCT13-001-004","5DXN-1859-OCT13","null","84026784","Ik
A young gentleman happened to sit in f
or pew adjoining one in which sat a pretty
lb
young lady, for whom be suddenly conceir­
II el a violent passion,and was desIrous to on=
es
ter upon a courteship upon the spot, but tht
. time and place not suiting him for a formal
in declaration, the emergency of the ease sug­
ra
gested the following plan. Hio handed hid
?s
lovely neighbor a Bible, open, with a pin
re
stuck in at this text: ""And now I beseech
ey
theb lady, not as though I wrote a newocom­
mnndment unto thee, but that which we had
o, from the beginning, that we love one anoth.
a or."" The young lady returned the holy
id
book, pointing to the twelfth verso of the
d Third Epistle of John: ""Having many
n, things to write unto you I would not write
is, with pen and ink, but I trast to some unto
to
you and speak face to face, that our joy may
to
ho full."" re
On the","Miscellany","null","null","gale-us","null","null","null","84026784"
"36096",1.209794106342e+18,422907,317,36941,45739,"null","null","1859-10-18","sn84020712/1859-10-18/ed-1/seq-4","sn84020712/1859-10-18/ed-1","null","sn84020712","much
A Novel Courtship. A young gentleman
happening to sit at Church in a pew. adjoining one
in which sat a young lady for whom he conceived a
violent passion, was desirous of entering into a
courtship upon the spot; but the place not suiting a
formal declaration, the exigency of the case suggested
the following plan :
He politely handed his fair neighbor a bible,
opened, with a pin stuck in the following text :
Second Epistle of John, verse fifth ''And now I
beseech thee, lady, not as though I wrote a new
commandment unto thee, but that which we had
from the beginning that we love one another.""
She returned it, pointing to the second chapter of
Ruth, verse tenth: ""Then she fell on her face,
and bowed herself to the ground, and said unto
him why have I found grace in thine eyes, that
thou shouldst take knowledge of me, seeing that I
am a stranger?"" He turned the book, pointing to
the twelth verse of the Third Epistle of John :
""Having many things to write unto you, I would
not write with paper and ink, but I trust to come
unto you, and speak face to face, that our joy may
be full."" From the above interview a marriage
took place the ensuing week.

THE PIG IN THE FENCE.
Oh ! where are the friends of the pig in the fence?
""Where","null","http://chroniclingamerica.loc.gov/lccn/sn84020712/1859-10-18/ed-1/seq-4/print/image_600x600_from_510%2C845_to_3393%2C11290/","null","ca","1","4","null","The western Democrat. (Charlotte, N.C.) 1852-1870"
"36097",5069331743505596416,422907,317,22467,30970,"null","null","1859-10-18","sn85025750/1859-10-18/ed-1/seq-4","sn85025750/1859-10-18/ed-1","null","sn85025750","son
bottt
to
you
f l
a
in

frA vnunrr gentleman hamming to
nit at church in a pew adjoining one in
whioh sat a young lady tor wnom ne con­
ceived a violent passion, was desirous of
, entering into a courtship on the spot ; but
tho place not suiting a formal declaration,
the exigenoy of the caso suggested the
followine tuan : He politely Banded his
fair neighbor a Bible, open, with a pin
stuck in the following text: Second Epis­
tle of John, verse fifth"" And now I
keseech thee, lady, not as though J wrote
' a new eommandment unto thee, but that
-which wa had from the beginning that
we love another."" She returned it, point­
ing to the second chapter of Ruth, verse
tenth : ""Then Bhe foil on her face, and
towed herself to the ground, and said
unto him, why have I found grace in thine
eyes, that thou shouldst take knowledge
of me, seeing that I am a stranger ?"" He
returned the book, pointing to the twelth
verse of the Third Epistle of John: ""Hav­
ing many things to write unto you, I
would not write with paper and ink, but
I trust to come unto you and speak face
to faoe that our joy may be full."" From
the above interview a marriage took plaoe
the ensuing week.
B6TA","null","http://chroniclingamerica.loc.gov/lccn/sn85025750/1859-10-18/ed-1/seq-4/print/image_600x600_from_408%2C4304_to_1394%2C6981/","null","ca","1","4","null","Cincinnati Daily Press"
"36098",8626856947810018304,422907,317,136159,144591,"null","null","1859-11-18","sn85034235/1859-11-18/ed-1/seq-1","sn85034235/1859-11-18/ed-1","null","sn85034235","this. '
A Novel Cocutship. —A young
gentleman happe^Dg to sit at church
in a pew tvdjoiniaJRne in which sat a
young ladvfor whom he had conceived
a violent passion, was desirous of en­
tering into a courtship on the spot ; but
the place not suiting a formal declara­
tion, the exigency of the case suggested *
the following plan :
He politely handed his fair neighbor
a bible, open, with a pin stuck in tho
following text :
Second Epistle of John, verso 5 tit —
""and now 1 beseech thee, lady, not as
though I wrote a new commandment
unto thee, but that we had from the
beginning—that we loved one another.""
She returned it pointihg to the sec­
ond chapter of Ruth, verse tenth :
""Then she fell on her face, and bowei
herself to tbeground, and said unto him,
why have I found grace in thine eyes,
that thon shouldst take kndwledge of
me, seeing that 1 am a stranger !""
He returned the book pointing to the
12th Verse of the third Epistle of John:
""Having many things to write unto
vou, I would not write with paper and
ink, but I trust to come uato yea. ami
speak face to face that our joy may be
full-""
From the above interview a marriage
a
JCr* The other","null","http://chroniclingamerica.loc.gov/lccn/sn85034235/1859-11-18/ed-1/seq-1/print/image_600x600_from_3869%2C4162_to_4604%2C6464/","null","ca","1","1","null","The Bossier banner. (Bellevue, Bossier Parish, La.) 1859-1952"
"36099",-7439870432604701696,422907,317,120561,125282,"null","null","1859-11-26","sn84026912/1859-11-26/ed-1/seq-4","sn84026912/1859-11-26/ed-1","null","sn84026912","gentleman happening to sit at
diureli in n pew :i?ljoining one in wliii'li sat
i young lady for whom lie conceived a violent ;
)>:i ->i 11, was il js irons of entering into a eomtdiip
uj> oi ilie spot. 1 >111 tin* place not suiting
i formal declaration, the exigency of the
,-ast! suggested tlie following plan: lie
[Militely handed his fair neighbor a hihle,
pen, with a pin stuck in the following text :
See mil I'ipisile of .lulin, \erso fifth- ""anl
now ! hc.-eeeh thee, ls\?lv, n <t as though I
wrote a new commandment, unto thee, hnt
lliiit which we ha'I from the beginning?ilia!
we l^ve one another."" She retnrneil it
|i tinting to the sec m l chapter of iJuth, verse
lenth","null","http://chroniclingamerica.loc.gov/lccn/sn84026912/1859-11-26/ed-1/seq-4/print/image_600x600_from_2138%2C3714_to_3071%2C4382/","null","ca","1","4","null","Keowee Courier"
