bookid	language	lc_classifications	lccn	ocaid	oclc_numbers	publish_country	year	publish_places	publishers	title	authorbirth	workyear	author	nwords	country	state	author_age	lc0	lc1	lc2	aLanguage	authorBirth_year
221111	eng	P53.7 .S2613 1997	96051985	givemesignwhatpi00samo	36130714	nyu	1997	New York	Viking	Give me a sign!	NULL	NULL	Tiphaine Samoyault	NULL	USA	NY	NULL	P	P	53	eng	NULL
108974	eng	F912.C6 L67 1997	96052052	fishcamplifeonal00lord	36126909	dcu	1997	"Washington, D.C"	Island Press	Fishcamp	NULL	1997	Nancy Lord	NULL	USA	DC	NULL	F	F	912	eng	NULL
938016	eng	E99.P8 P89 1997	96052133	potawatomi00powe	36112115	nyu	1997	New York	F. Watts	The Potawatomi	NULL	1997	Suzanne I. Powell	NULL	USA	NY	NULL	E	E	99	eng	NULL
922977	eng	HM73 .S697 1997	96052140	resurgenceofreal00sprerich	0	mau	1997	"Reading, Mass"	Addison-Wesley	The resurgence of the real	1946	1997	Charlene Spretnak	NULL	USA	MA	51	H	HM	73	eng	1946
314026	eng	PS3563.A8965 H38 1997	96052147	haven00maxi	0	nyu	1997	New York	Avon Books	Haven	NULL	1997	John R. Maxim	NULL	USA	NY	NULL	P	PS	3563	eng	NULL
407497	eng	PZ7.N6783 Dan 1997	96052152	dancingonedgenolan00nola	0	cau	1997	San Diego	Harcourt Brace	Dancing on the edge	NULL	NULL	Han Nolan	NULL	USA	CA	NULL	P	PZ	7	eng	NULL
81587	eng	PS3573.I5326 D4 1997	96052202	deathlifeofbobby00wins	36060008	nyu	1997	New York	Knopf	The death and life of Bobby Z	1953	1997	Don Winslow	NULL	USA	NY	44	P	PS	3573	eng	1953
570014	eng	PS3557.A66 A73 1997	96052204	agerosisters00garc	0	nyu	1997	New York	Knopf	The Aguíöero sisters	1958	NULL	Cristina GarcÌ_a	NULL	USA	NY	39	P	PS	3557	eng	1958
991832	eng	DK651.K5824 S36 1997	96052205	echoesofnativela00schm	0	nyu	1997	New York	Knopf	Echoes of a native land	1945	1997	Serge Schmemann	NULL	USA	NY	52	NULL	DK	651	eng	1945
357152	eng	HQ769 .C955 1997	96052227	bringingoutwinne00croy	36066087	tnu	1997	Nashville	Cumberland House	Bringing out the winner in your child	1951	1997	John Croyle	NULL	USA	TN	46	H	HQ	769	eng	1951
511684	eng	HG4928.5 .S75 1998	96052232	ridingbullmyyear00stil	0	nyu	1998	New York	Times Business	Riding the bull	NULL	1998	Paul Stiles	NULL	USA	NY	NULL	H	HG	4928	eng	NULL
980353	eng	HQ759.45 .L83 1997	96052233	onourownunmarrie00ludt	0	nyu	1997	New York	Random House	On our own	NULL	1997	Melissa Ludtke	NULL	USA	NY	NULL	H	HQ	759	eng	NULL
605230	eng	HV7431 .L56 1997	96052242	howtoprotectyour00lipm	0	nyu	1997	New York	Reader's Digest Ass.	How to protect yourself from crime	NULL	1975	Ira A. Lipman	NULL	USA	NY	NULL	H	HV	7431	eng	NULL
15571	eng	DB2238.H38 A5 1997	96052262	artofimpossiblep00have	0	nyu	1997	New York	Knopf	The art of the impossible	NULL	1997	VaíÅclav Havel	NULL	USA	NY	NULL	D	DB	2238	eng	NULL
872742	eng	GV884.O43 T67 1997	96052294	hakeemolajuwonst00torr	36084354	nju	1997	"Springfield, NJ"	Enslow Publishers	Hakeem Olajuwon	NULL	1997	John Albert Torres	NULL	USA	NJ	NULL	G	GV	884	eng	NULL
991833	eng	QP360 .S268 1997	96052357	troublewithtesto00sapo	0	nyu	1997	"New York, NY"	Scribner	The trouble with testosterone	NULL	1997	Robert M. Sapolsky	NULL	USA	NY	NULL	NULL	QP	360	eng	NULL
221112	eng	G103.5 .W42 1997	96052365	merriamwebstersg1998merr	0	mau	1997	"Springfield, Mass"	Merriam-Webster	Merriam-Webster's geographical dictionary.	NULL	NULL	Inc Merriam-Webster	NULL	USA	MA	NULL	G	G	103	eng	NULL
991834	eng	NA8230 .L45 1997	96052378	americanbarn00leff	0	wiu	1997	"Osceola, WI"	Motorbooks International	The American barn	1948	1997	Randy Leffingwell	NULL	USA	WI	49	NULL	NA	8230	eng	1948
476846	eng	GB632 .G35 1997	96052382	sandonmovestoryo00gall	36126975	nyu	1997	New York	Franklin Watts	Sand on the move	NULL	1997	Roy A. Gallant	NULL	USA	NY	NULL	G	GB	632	eng	NULL
558244	eng	GV884.R618 A3 1997	96052389	walkonwildside00rodm	0	nyu	1997	"New York, N.Y"	Delacorte Press	Walk on the wild side	1961	1997	Dennis Rodman	NULL	USA	NY	36	G	GV	884	eng	1961
702106	eng	E185.615 .R21226 1997	96052393	racecardwhitegui00coll	0	cau	1997	"Rocklin, Calif"	Prima Pub.	The race card	NULL	NULL	NULL	NULL	USA	CA	NULL	E	E	185	eng	NULL
991835	eng	G70.212 .H64 1997	96052395	arcviewgisexerci00hohl	0	nmu	1997	"Santa Fe, NM"	ONWORD Press	ArcView GIS exercise book	1961	1997	Pat Hohl	NULL	USA	NM	36	NULL	G	70	eng	1961
388303	eng	HB61 .B554 1997	96052401	dictionaryofecon00blac	0	nyu	1997	Oxford	Oxford University Press	A dictionary of economics	1931	1997	"Black, John"	NULL	USA	NY	66	H	HB	61	eng	1931
991836	eng	PS3551.S545 M47 1997	96052416	mercyseatnovel00aske	0	nyu	1997	New York	Viking	The mercy seat	NULL	1997	Rilla Askew	NULL	USA	NY	NULL	NULL	PS	3551	eng	NULL
798723	eng	PT2674.A313 G6813 1997	96052431	godofimpertinenc00nado	0	nyu	1997	New York	Viking	The god of impertinence	NULL	1997	Sten Nadolny	NULL	USA	NY	NULL	P	PT	2674	eng	NULL
991837	eng	CT25 .D36 1997	96052438	howtowriteyourow00dani	36104024	ilu	1997	Chicago	Chicago Review Press	How to write your own life story	NULL	1980	Lois Daniel	NULL	USA	IL	NULL	NULL	CT	25	eng	NULL
85359	eng	BL624 .A14 1997	96052504	4thcourseofchick00canf	0	flu	1997	"Deerfield Beach, Fla"	Health Communications	A 4th course of chicken soup for the soul	NULL	NULL	NULL	NULL	USA	FL	NULL	B	BL	624	eng	NULL
209598	eng	PS3554.O2 C48 1997	96052525	churchofdeadgirl00doby	0	nyu	1997	New York	Metropolitan Books	The church of dead girls	1941	NULL	Stephen Dobyns	NULL	USA	NY	56	P	PS	3554	eng	1941
991838	eng	PS3573.A36 M77 1997	96052528	mrshornstiennove00wagm	0	nyu	1997	New York	Henry Holt	Mrs. Hornstien	NULL	1997	Fredrica Wagman	NULL	USA	NY	NULL	NULL	PS	3573	eng	NULL
991839	eng	PE2846 .D86 1997	96052529	idiomsavantslang00dunn	0	nyu	1997	New York	Henry Holt	Idiom savant	NULL	1997	Jerry Camarillo Dunn	NULL	USA	NY	NULL	NULL	PE	2846	eng	NULL
228820	eng	LD571.B418 S383 1997	96052535	tuesdayswithmorr00albo	0	nyu	1997	New York	Doubleday	Tuesdays with Morrie	1958	1997	Mitch Albom	NULL	USA	NY	39	L	LD	571	eng	1958
503894	eng	BQ4302 .B78 1991	96052543	joyoflivingdying00bsta	0	cau	1997	[San Francisco]	HarperSanFrancisco	The joy of living and dying in peace	1935	NULL	14th Dalai Lama	NULL	USA	CA	62	B	BQ	4302	eng	1935
991840	eng	GV1785.T32 L36 1997	96052555	mariatallchiefna00lang	0	nju	1997	"Springfield, NJ, USA"	Enslow Publishers	Maria Tallchief	1948	1997	"Lang, Paul"	NULL	USA	NJ	49	NULL	GV	1785	eng	1948
991841	eng	PZ7.B6468 War 1996	96052570	wardognovel00boot	0	nyu	1997	New York	Margaret K. McElderry Books	War dog	NULL	NULL	"Booth, Martin."	NULL	USA	NY	NULL	NULL	PZ	7	eng	NULL
991842	eng	PN6084.B87 F66 1997	96052600	forbesbookofbusi00good	0	nyu	1997	New York	Black Dog & Leventhal Publishers	The Forbes book of business quotations	1952	NULL	Edward C. Goodman	NULL	USA	NY	45	NULL	PN	6084	eng	1952
991843	eng	PS648.S3 A27 1997	96052645	absolutemagnitud00lapi	36133303	nyu	1997	New York	Tor	Absolute magnitude	NULL	NULL	Warren Lapine	NULL	USA	NY	NULL	NULL	PS	648	eng	NULL
636470	eng	PS3551.N4526 M6 1997	96052649	mothernature00andr	36133305	nyu	1997	New York	St. Martin's Press	Mother nature	NULL	NULL	Sarah Andrews	NULL	USA	NY	NULL	P	PS	3551	eng	NULL
644079	eng	PS3558.A353 F6 1997	96052650	foreverpeace00hald	0	nyu	1997	New York	Ace Books	Forever peace	1943	NULL	Joe Haldeman	NULL	USA	NY	54	P	PS	3558	eng	1943
987838	eng	GV1032.Z36 W53 1997	96052667	indycarchampions00wick	36135844	wiu	1997	"Osceola, WI"	Motorbooks International Publishers & Wholesalers	Indy car champion	1950	1997	Ned Wicker	NULL	USA	WI	47	G	GV	1032	eng	1950
717526	eng	HD5109 .O56 1997	96052729	managinginflexib00olms	0	nyu	1997	New York	Amacom	Managing in a flexible workplace	NULL	1997	Barney Olmsted	NULL	USA	NY	NULL	H	HD	5109	eng	NULL
991844	eng	HD58.7 .N69 1997	96052741	passportspainyou00nova	0	cau	1997	"San Rafael, Calif., USA"	World Trade Press	Passport Spain	NULL	1997	"Novas, Himilce."	NULL	USA	CA	NULL	NULL	HD	58	eng	NULL
725154	eng	PS3511.E557 F37 1997	96052782	farrockawayofhea00ferl	36051352	nyu	1997	New York	New Directions	A far rockaway of the heart	NULL	NULL	Lawrence Ferlinghetti	NULL	USA	NY	NULL	P	PS	3511	eng	NULL
806600	eng	HD38 .E67 1997	96052845	managementmessup00eppl	36104108	nju	1997	"Franklin Lakes, NJ"	Career Press	Management mess-ups	1946	1997	Mark Eppler	NULL	USA	NJ	51	H	HD	38	eng	1946
991845	eng	PJ5129.A97 K54132 1997	96052864	presenceisinexil00ayal	36083689	alu	1997	"Montgomery, AL"	Black Belt Press	"The Presence is in exile, too"	1910	1997	Hanan J. Ayalti	NULL	USA	AL	87	NULL	PJ	5129	eng	1910
263521	eng	BR124 .B67 1997	96052871	godweneverknewbe00borg	0	cau	1997	"[San Francisco, CA]"	HarperSanFrancisco	The God we never knew	NULL	1997	Marcus J. Borg	NULL	USA	CA	NULL	B	BR	124	eng	NULL
496181	eng	BV4598.3 .S384 1997	96052889	ifitsgoingtobeit00schu	36112181	cau	1997	"[San Francisco, CA]"	HarperSanFrancisco	"If it's going to be, it's up to me"	NULL	1997	Robert Harold Schuller	NULL	USA	CA	NULL	B	BV	4598	eng	NULL
7807	eng	PA6229.A9 A27 1997	96052898	poemsofalcimusec00avituoft	0	azu	1997	"Tempe, Ariz"	Medieval & Renaissance Texts & Studies	poems of Alcimus Ecdicius Avitus	NULL	NULL	"Avitus Saint, Bishop of Vienne."	65108	USA	AZ	NULL	P	PA	6229	eng	NULL
275141	eng	PZ7.G8278 Nj 1997	96052899	nevertrustcatwho00gree	0	nyu	1997	New York	Grosset & Dunlap	Never trust a cat who wears earrings	NULL	1997	Dan Greenburg	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
62114	eng	GV885.52.S4 G66 1998	96052963	seattlesupersoni00good	0	mnu	1998	"Mankato, Minn"	Creative Education	Seattle SuperSonics	NULL	1993	Michael E. Goodman	NULL	USA	MN	NULL	G	GV	885	eng	NULL
953581	eng	HD58.7 .S48 1997	96052978	trustinbalancebu00shaw	0	cau	1997	San Francisco	Jossey-Bass	Trust in the balance	1956	1997	"Shaw, Robert B."	NULL	USA	CA	41	H	HD	58	eng	1956
535038	eng	GV884.A1 K727 1997	96053019	basketballsgreat00kram	0	nyu	1997	New York	Random House	Basketball's greatest players	NULL	1997	Sydelle Kramer	NULL	USA	NY	NULL	G	GV	884	eng	NULL
872743	eng	GV200 .K73 1997	96053047	eigerdreamsventu00krak	0	nyu	1997	New York	Anchor Books	Eiger dreams	NULL	1990	Jon Krakauer	NULL	USA	NY	NULL	G	GV	200	eng	NULL
991846	eng	HQ76.3.U5 S33 1997	96053057	samesexmarriagem00bair	0	nyu	1997	"Amherst, N.Y"	Prometheus Books	Same-sex marriage	1937	NULL	Robert M. Baird	NULL	USA	NY	60	NULL	HQ	76	eng	1937
991847	eng	GV481 .H734 1997	96053061	healthfitnessin00howl	0	ilu	1997	"Champaign, IL"	Human Kinetics	Health fitness instructor's handbook	1943	1986	Edward T. Howley	NULL	USA	IL	54	NULL	GV	481	eng	1943
655890	eng	HD30.27 .T39 1997	96053069	500yeardeltawhat00tayl	0	nyu	1997	"New York, N.Y"	HarperBusiness	The 500-year delta	1947	1997	"Taylor, Jim"	NULL	USA	NY	50	H	HD	30	eng	1947
58334	eng	PS3563.A2925 L66 1997	96053099	longwayfromstlou00mcel	0	mnu	1997	Minneapolis	Coffee House Press	A long way from St. Louie	NULL	1997	Colleen J. McElroy	NULL	USA	MN	NULL	P	PS	3563	eng	NULL
46686	eng	PS3566.R54 A6 1997	96053117	collectedpoems00pric	0	nyu	1997	New York	Scribner	The collected poems	1933	NULL	Reynolds Price	NULL	USA	NY	64	P	PS	3566	eng	1933
554545	eng	ML3930.B48 V46 1997	96053125	leonardbernstein00vene	0	nyu	1997	New York	Children's Press	Leonard Bernstein	NULL	NULL	Mike Venezia	NULL	USA	NY	NULL	M	ML	3930	eng	NULL
128434	eng	PZ8.1.A23 Ch 1997	96053127	chanukahinchelm05adle	0	nyu	1997	New York	"Lothrop, Lee & Shepard/Morrow"	Chanukah in Chelm	NULL	NULL	David A. Adler	NULL	USA	NY	NULL	P	PZ	8	eng	NULL
991848	eng	PZ8.3.A3295 Iae 1997	96053135	icandoitfeaturin00albe	0	nyu	1997	New York	"Random House, Children's Television Workshop"	I can do it!	NULL	NULL	Sarah Willson	NULL	USA	NY	NULL	NULL	PZ	8	eng	NULL
411432	eng	PZ7.H4375 Gab 1998	96053145	gabbygrowingup00hest	36159136	nyu	1998	New York	Simon & Schuster Books for Young Readers	Gabby growing up	NULL	NULL	Amy Hest	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
527370	eng	PZ7.D72759 Sh 1997	96053147	shockaroundclock00dori	36165134	nyu	1997	New York	Random House	Shock around the clock	NULL	1997	David Dorion	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
736566	eng	PR6069.L56 Z465 1997	96053149	everysecretthing00slov	0	mau	1997	Boston	"Little, Brown"	Every secret thing	1952	1997	Gillian Slovo	NULL	USA	MA	45	P	PR	6069	eng	1952
624731	eng	BX8641 .W73 1996	96053165	clothedwithchari00wome	36159157	utu	1997	"Salt Lake City, Utah"	Deseret Book Co.	Clothed with charity	NULL	1997	Women's Conference (1996 Brigham Young University)	NULL	USA	UT	NULL	B	BX	8641	eng	NULL
286818	eng	LB1050.45 .K435 1997	96053181	mosaicofthoughtt00keen	0	nhu	1997	"Portsmouth, NH"	Heinemann	Mosaic of thought	NULL	1997	Ellin Oliver Keene	NULL	USA	NH	NULL	L	LB	1050	eng	NULL
655891	eng	PS3557.O82 S46 1997	96053195	senatorsdaughter00gott	0	nyu	1997	New York	Forge	The senator's daughter	NULL	NULL	Victoria Gotti	NULL	USA	NY	NULL	P	PS	3557	eng	NULL
147629	eng	KF6415.Z9 T48 1997	96053213	traderstaxsurviv00tess	36133340	nyu	1997	New York	Wiley	The trader's tax survival guide	NULL	1995	Ted Tesser	NULL	USA	NY	NULL	K	KF	6415	eng	NULL
991849	eng	DF77 .R38 1997	96053222	ancientgreeks00rees	36207425	ilu	1997	"Crystal Lake, IL"	Heinemann	The ancient Greeks	1942	1997	"Rees, Rosemary"	NULL	USA	IL	55	NULL	DF	77	eng	1942
709867	eng	PN6162 .F745 1997	96053227	friarsclubencycl00cohl	0	nyu	1997	New York	Black Dog & Leventhal	Friars Club encyclopedia of jokes	NULL	NULL	H. Aaron Cohl	NULL	USA	NY	NULL	P	PN	6162	eng	NULL
337511	eng	QL666.C925 C74 1998	96053250	alligator00crew	36143600	txu	1998	"Austin, Tex"	Raintree Steck-Vaughn	The alligator	NULL	1998	Sabrina Crewe	NULL	USA	TX	NULL	Q	QL	666	eng	NULL
601373	eng	RA777 .M36 1997	96053252	stayinghealthygo00mcgi	0	nyu	1997	New York	PowerKids Press	Staying healthy.	1963	1997	"McGinty, Alice B."	NULL	USA	NY	34	R	RA	777	eng	1963
140023	eng	LB1585 .G623 1997	96053258	teachingsciencet00gold	36165142	nyu	1997	"Mineola, N.Y"	Dover Publications	Teaching science to children	NULL	1997	Lazer Goldberg	NULL	USA	NY	NULL	L	LB	1585	eng	NULL
991850	eng	TX140.S74 O67 1997	96053261	marthastewartjus00oppe	36639721	nyu	1997	New York	William Morrow and Company	Martha Stewart-- just desserts	NULL	1997	Jerry Oppenheimer	NULL	USA	NY	NULL	NULL	TX	140	eng	NULL
648150	eng	QA154.2 .M385 1997	96053267	intermediatealge00mart	36159259	nju	1997	"Upper Saddle River, N.J"	Prentice Hall	Intermediate algebra	1955	NULL	K. Elayn Martin-Gay	NULL	USA	NJ	42	Q	QA	154	eng	1955
991851	eng	PS3573.H4345 S43 1997	96053275	secondlivesnovel00whee	0	nyu	1997	New York	FORGE	Second lives	NULL	NULL	Richard S. Wheeler	NULL	USA	NY	NULL	NULL	PS	3573	eng	NULL
964932	eng	PS3572.E27 C48 1997	96053313	chinkissking00veci	0	nyu	1997	New York	"Farrar, Straus & Giroux"	The chin kiss king	NULL	1997	Ana Veciana-Suarez	NULL	USA	NY	NULL	P	PS	3572	eng	NULL
423018	eng	HG172.B56 A3 1997	96053327	bloombergbybloom00bloo	0	nyu	1997	New York	J. Wiley	Bloomberg by Bloomberg	NULL	1997	Michael Bloomberg	NULL	USA	NY	NULL	H	HG	172	eng	NULL
496182	eng	PS3552.A443 Z464 1997	96053351	blackdogoffateme00bala	0	nyu	1997	"New York, NY"	Basic Books	Black dog of fate	1951	1997	Peter Balakian	NULL	USA	NY	46	P	PS	3552	eng	1951
159243	eng	PR6063.A24996 G73 1997	96053365	greatwheel00macl	36112236	nyu	1997	New York	Harcourt Brace & Co.	The great wheel	1956	1997	Ian R. MacLeod	NULL	USA	NY	41	P	PR	6063	eng	1956
628702	eng	PN6231.A43 B66 1997	96053375	treasuryofcleans00bonh	36122115	tnu	1997	"Nashville, Tenn"	Broadman & Holman	The treasury of clean seniors' jokes	1934	1997	Tal D. Bonham	NULL	USA	TN	63	P	PN	6231	eng	1934
151675	eng	LB1576 .D826 1997	96053389	livingwithuncert00dudl	36085183	nhu	1997	"Portsmouth, NH"	Heinemann	Living with uncertainty	NULL	1997	Curt Dudley-Marling	NULL	USA	NH	NULL	L	LB	1576	eng	NULL
655892	eng	HD69.C6 S27 1997	96053432	highimpactconsul00scha	0	cau	1997	"San Francisco, Calif"	Jossey-Bass Publishers	High-impact consulting	NULL	1997	Robert H. Schaffer	NULL	USA	CA	NULL	H	HD	69	eng	NULL
399934	eng	S591 .M733 1998	96053481	soilsinourenviro00mill	0	nju	1998	"Upper Saddle River, N.J"	Prentice Hall	Soils in our environment	1928	1995	Raymond W. Miller	NULL	USA	NJ	70	S	S	591	eng	1928
480702	eng	RC591 .F35 1997	96053497	familyguidetoast00edelrich	0	mau	1997	Boston	"Little, Brown & Co."	Family guide to asthma and allergies	NULL	NULL	NULL	NULL	USA	MA	NULL	R	RC	591	eng	NULL
991852	eng	QB721.5 .B66 1998	96053502	cometsbona00bona	36159327	nyu	1998	New York	Franklin Watts	Comets	NULL	1998	Samantha Bonar	NULL	USA	NY	NULL	NULL	QB	721	eng	NULL
991853	eng	PS3535.O549 M833 1997	96053530	murderatmidnight00roos	36122248	nyu	1997	New York	St. Martin's Press	Murder at midnight	1910	1997	"Roosevelt, Elliott"	NULL	USA	NY	87	NULL	PS	3535	eng	1910
888188	eng	PS3558.Y55 P8 1997	96053532	publishperishthr00hyne	0	nyu	1997	New York	Picador USA	Publish and perish	NULL	1997	James Hynes	NULL	USA	NY	NULL	P	PS	3558	eng	NULL
991854	eng	PS3561.L626 T48 1997	96053543	thisdeathbydrow000kloe	0	nbu	1997	Lincoln	University of Nebraska Press	This death by drowning	NULL	1997	William Kloefkorn	NULL	USA	NB	NULL	NULL	PS	3561	eng	NULL
787096	eng	QA93 .W385 1995	96053548	youaremathematic00well	0	nyu	1995	New York	Wiley	You are a mathematician	NULL	1995	"Wells, D. G."	NULL	USA	NY	NULL	Q	QA	93	eng	NULL
279001	eng	TX840.B3 S72 1997	96053568	southwesterngril00stac	36187938	nyu	1997	New York	Broadway Books	Southwestern grilling	NULL	1997	Jane Stacey	NULL	USA	NY	NULL	T	TX	840	eng	NULL
632478	eng	HM263 .C447 1997	96053580	mediacontrolspec00chom	0	nyu	1997	New York	Seven Stories Press	Media control	1928	NULL	Noam Chomsky	NULL	USA	NY	69	H	HM	263	eng	1928
345423	eng	HD31 .B6135 1997	96053592	reframingorganiz00bolm	0	cau	1997	San Francisco	Jossey-Bass Publishers	Reframing organizations	NULL	1991	Lee G. Bolman	NULL	USA	CA	NULL	H	HD	31	eng	NULL
991855	eng	BM685 .L29 1997	96053607	anniesshabbat00lams	36259990	ilu	1997	"Morton Grove, Ill"	A. Whitman	Annie's Shabbat	1943	1997	Sarah Lamstein	NULL	USA	IL	54	NULL	BM	685	eng	1943
411433	eng	NK2113 .B37 1997	96053617	welcomehome00barn	36147255	oru	1997	"Eugene, Or"	Harvest House Publishers	Welcome home	NULL	NULL	Emilie Barnes	NULL	USA	OR	NULL	N	NK	2113	eng	NULL
116721	eng	PZ7.W84965 Tu 1997	96053622	turtleonfencepos00wood	36178560	nyu	1997	New York	G.P. Putnam's Sons	Turtle on a fence post	NULL	1997	June Rae Wood	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
884370	eng	PS3551.Y72 N5 1997	96053625	nightofpanther00ayre	36133365	nyu	1997	New York	St. Martin's Press	Night of the panther	NULL	1997	Gene (E. C.) Ayres	NULL	USA	NY	NULL	P	PS	3551	eng	NULL
648151	eng	PZ7.J4125 Br 1997	96053626	breakingboxes00jenk	36170533	nyu	1997	New York	Delacorte Press	Breaking boxes	NULL	1997	A. M. Jenkins	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
721355	eng	HV6570.2 .C66 1997	96053644	strangerdangerho00cope	36159435	nyu	1997	New York	Cader Books	Stranger danger	NULL	1997	Carol Soret Cope	NULL	USA	NY	NULL	H	HV	6570	eng	NULL
27171	eng	HQ734 .C5927 1997	96053676	sixinbeddealingw00coco	36165168	nyu	1997	New York	Berkley Publishing Group	Six in the bed	NULL	1997	Nancy Wasserman Cocola	NULL	USA	NY	NULL	H	HQ	734	eng	NULL
826211	eng	PZ7.R54465 Ki 1998	96053677	kidnappersmyster00robe	36178562	nyu	1998	New York	Atheneum Books for Young Readers	The kidnappers	NULL	1998	Willo Davis Roberts	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
368915	eng	PS3569.W28 J33 1997	96053679	jackfaust00swan	0	nyu	1997	New York	Avon Books	Jack Faust	NULL	NULL	Michael Swanwick	NULL	USA	NY	NULL	P	PS	3569	eng	NULL
853337	eng	PZ7.W933 Gef 1998	96053696	ghostinroom1100wrig	36201405	nyu	1998	New York	Holiday House	The ghost in Room 11	NULL	1998	Betty Ren Wright	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
457693	eng	PN6071.M7 Y38 1997	96053836	thanksmomforever00yate	36133374	miu	1997	"Ann Arbor, Mich"	Vine Books	"Thanks, Mom, for everything"	NULL	1997	Susan Alexander Yates	NULL	USA	MI	NULL	P	PN	6071	eng	NULL
972598	eng	PZ7.P2843 Sar 1997	96053842	sarnyliferemembe00paul	0	nyu	1997	New York	Delacorte Press	"Sarny, a life remembered"	NULL	1997	Gary Paulsen	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
217250	eng	E169.Z8 M3547 1997	96053843	dailylifeinunite00mart	0	ctu	1997	"Westport, Conn"	Greenwood Press	"Daily life in the United States, 1960-1990"	NULL	NULL	Myron A. Marty	NULL	USA	CT	NULL	E	E	169	eng	NULL
686864	eng	PS3568.O233 Z69 1997	96053851	tomrobbinscritic00hoys	0	ctu	1997	"Westport, Conn"	Greenwood Press	Tom Robbins	NULL	1997	Catherine Elizabeth Hoyser	NULL	USA	CT	NULL	P	PS	3568	eng	NULL
752007	spa	F128.9.P85 T4818 1998	96053854	porestascallesbr00thom	36133382	nyu	1998	New York	Vintage Books	Por estas calles bravas	1928	1967	Piri Thomas	NULL	USA	NY	70	F	F	128	spa	1928
991856	eng	RG186 .B76 1996	96053863	menopauseestroge00brow	36133386	cau	1996	"Berkeley, Calif"	Frog	Menopause and estrogen	NULL	1996	Ellen Hodgson Brown	NULL	USA	CA	NULL	NULL	RG	186	eng	NULL
791075	eng	PS3569.A826 C64 1997	96053883	coffingapwestern00sava	36147264	meu	1997	"Unity, Me"	Five Star	Coffin Gap	NULL	1997	Les Savage	NULL	USA	ME	NULL	P	PS	3569	eng	NULL
201912	eng	PZ8.3.D455 Su 1997	96053889	suzymule00deru	0	nyu	1997	New York	Kane Press	Suzy Mule	NULL	NULL	Barbara DeRubertis	NULL	USA	NY	NULL	P	PZ	8	eng	NULL
515568	eng	PR6054.W9 U5 1997	96053908	unwindingcorner00dwye	36188043	enk	1997	"Bath, England"	Chivers Press	The unwinding corner	NULL	1983	Alice Dwyer-Joyce	NULL	UK	NULL	NULL	P	PR	6054	eng	NULL
725155	eng	PR2360 .A5 1997	96053914	edmundspensersam00spenuoft	0	azu	1997	"Tempe, AZ"	Medieval & Renaissance Texts & Studies	Edmund Spenser's Amoretti and Epithalamion	1552	NULL	Edmund Spenser	118764	USA	AZ	445	P	PR	2360	eng	1552
605231	eng	PS3554.A434 D53 1997	96053926	diaryofmattiespe00dall	36143619	nyu	1997	New York	St. Martin's Press	The diary of Mattie Spenser	NULL	1997	Sandra Dallas	NULL	USA	NY	NULL	P	PS	3554	eng	NULL
368916	eng	PS3552.R243 F87 1997	96053927	furtherlanenovel00brad	36188077	nyu	1997	New York	St. Martin's Press	Further lane	1928	NULL	James Brady	NULL	USA	NY	69	P	PS	3552	eng	1928
991857	eng	PS3576.O45 M4 1997	96053955	meridiannovelofk00zoll	0	nyu	1997	New York	Forge	Meridian	NULL	1997	Norman Zollinger	NULL	USA	NY	NULL	NULL	PS	3576	eng	NULL
798724	eng	NK460.N4 C666 1997	96053981	designforlifeour00coop	0	nyu	1997	New York	"Cooper Hewitt, National Design Museum, Smithsonian Institution"	Design for life	NULL	1997	Cooper-Hewitt Museum.	NULL	USA	NY	NULL	N	NK	460	eng	NULL
938017	eng	GV1507.D4 G668 1997	96054008	solvemystery41pu00gordrich	36143624	nyu	1997	"Mineola, N.Y"	Dover Publications	Solve the mystery	NULL	1997	A. C. Gordon	NULL	USA	NY	NULL	G	GV	1507	eng	NULL
515569	eng	TL298 .B25 1997	96054031	rversbibleeveryt00bake	36188127	nyu	1997	"New York, NY"	Fireside	The RVer's bible	1955	1997	Kim Baker	NULL	USA	NY	42	T	TL	298	eng	1955
991858	eng	PS3566.E736 A65 1997	96054050	amistad00pesc	0	nyu	1997	New York	Marlowe & Co.	Amistad	NULL	1997	David Pesci	NULL	USA	NY	NULL	NULL	PS	3566	eng	NULL
7808	eng	PS3564.O55 L54 1997	96054157	lightningsong00nord	0	ncu	1997	"Chapel Hill, N.C"	Algonquin Books of Chapel Hill	Lightning song	NULL	NULL	Lewis Nordan	NULL	USA	NC	NULL	P	PS	3564	eng	NULL
991859	eng	PZ7.W64815 Iaf 1997	96054158	iamlost00wilh	36138434	nyu	1997	New York	Scholastic	I am lost	1945	NULL	Hans Wilhelm	NULL	USA	NY	52	NULL	PZ	7	eng	1945
108975	eng	PS3521.U87 A6 1997	96054232	starkingkillingm00vanc	0	nyu	1997	New York	Tor/Orb/Tom Doherty Associates	The star king	1916	1966	Jack Vance	NULL	USA	NY	81	P	PS	3521	eng	1916
